District.Type,District.Number,math19,reading19,name19.x,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25
1,2396,47.42,56.43,A.C.G.C. Public School District,39.56,39.61,A.C.G.C. Public School District,50.34,41.65,A.C.G.C. Public School District,-0.165752847,-7.86,0.272497472,10.78,0.061577394,2.92,-0.298068403,-16.82,0.051502146,2.04,-0.26191742,-14.78,A.C.G.C. Public School District,817,89.47%,44.06%,A.C.G.C. Public School District,889,86.61%,46.79%,A.C.G.C. Public School District,893,81.52%,47.48%
1,2397,52.81,52.33,Le Sueur-Henderson School District,51.02,50,Le Sueur-Henderson School District,57.47,58.23,Le Sueur-Henderson School District,-0.033895096,-1.79,0.126421011,6.45,0.088240863,4.66,-0.044525129,-2.33,0.1646,8.23,0.112746035,5.9,Le Sueur-Henderson School District,1026,75.63%,32.94%,Le Sueur-Henderson School District,946,75.79%,26.53%,Le Sueur-Henderson School District,908,75.00%,37.67%
1,2448,50.64,57.89,Martin County West School District,43.43,42.73,Martin County West School District,44.41,39.82,Martin County West School District,-0.142377567,-7.21,0.022565047,0.98,-0.123025276,-6.23,-0.261875972,-15.16,-0.068102036,-2.91,-0.312143721,-18.07,Martin County West School District,726,90.63%,41.32%,Martin County West School District,674,90.50%,34.57%,Martin County West School District,624,90.22%,34.78%
1,2534,56.08,59.04,Bird Island-Olivia-Lake Lillian Public School District,42.57,49.83,Bird Island-Olivia-Lake Lillian Public School District,37.95,40.07,Bird Island-Olivia-Lake Lillian Public School District,-0.240905849,-13.51,-0.108527132,-4.62,-0.32328816,-18.13,-0.155995935,-9.21,-0.195865944,-9.76,-0.321307588,-18.97,Bird Island-Olivia-Lake Lillian Public School District,684,83.63%,45.18%,Bird Island-Olivia-Lake Lillian Public School District,616,83.60%,35.23%,Bird Island-Olivia-Lake Lillian Public School District,636,83.18%,43.71%
1,2536,35.19,47.85,Granada Huntley East Chain,26.14,42.54,Granada Huntley East Chain,23.21,32.12,Granada Huntley East Chain,-0.257175334,-9.05,-0.112088753,-2.93,-0.340437624,-11.98,-0.110971787,-5.31,-0.244945933,-10.42,-0.328735632,-15.73,Granada Huntley East Chain,309,94.50%,48.87%,Granada Huntley East Chain,325,94.46%,40.31%,Granada Huntley East Chain,317,90.54%,53.00%
1,2580,46.56,51.79,East Central School District,35.99,40.53,East Central School District,35.91,40.91,East Central School District,-0.2270189,-10.57,-0.00222284,-0.08,-0.228737113,-10.65,-0.21741649,-11.26,0.009375771,0.38,-0.210079166,-10.88,East Central School District,770,85.32%,55.32%,East Central School District,779,81.64%,42.11%,East Central School District,732,78.28%,45.36%
1,2609,69.23,66.53,Win-E-Mac School District,62.83,59.07,Win-E-Mac School District,54.98,53.11,Win-E-Mac School District,-0.092445472,-6.4,-0.124940315,-7.85,-0.20583562,-14.25,-0.112129866,-7.46,-0.100897241,-5.96,-0.201713513,-13.42,Win-E-Mac School District,487,94.25%,44.35%,Win-E-Mac School District,430,92.56%,37.67%,Win-E-Mac School District,458,91.27%,37.99%
1,2683,58.39,60.54,Greenbush-Middle River School Dist.,48.76,54.46,Greenbush Middle River School District,37.17,44.35,Greenbush Middle River School District,-0.164925501,-9.63,-0.237694832,-11.59,-0.363418394,-21.22,-0.100429468,-6.08,-0.185640837,-10.11,-0.267426495,-16.19,Greenbush-Middle River School District,283,95.41%,26.15%,Greenbush-Middle River School Dist.,229,96.51%,9.17%,Greenbush Middle River School District,222,91.89%,27.03%
1,2687,53.44,60.79,Howard Lake-Waverly-Winsted,40.42,49.46,Howard Lake-Waverly-Winsted,33.18,47.77,Howard Lake-Waverly-Winsted,-0.243637725,-13.02,-0.179119248,-7.24,-0.379116766,-20.26,-0.186379339,-11.33,-0.034169025,-1.69,-0.214179964,-13.02,Howard Lake-Waverly-Winsted,1252,90.97%,25.48%,Howard Lake-Waverly-Winsted,1264,89.56%,19.62%,Howard Lake-Waverly-Winsted,1312,88.11%,29.73%
1,2689,41.07,55.44,Pipestone Area School District,39.89,48.13,Pipestone Area School District,28.09,39.22,Pipestone Area School District,-0.028731434,-1.18,-0.295813487,-11.8,-0.316045776,-12.98,-0.131854257,-7.31,-0.185123624,-8.91,-0.292568543,-16.22,Pipestone Area School District,1146,75.48%,50.52%,Pipestone Area School District,1096,70.62%,40.42%,Pipestone Area School District,1138,65.38%,45.08%
1,2711,43.54,55.45,Mesabi East School District,29.15,44.07,Mesabi East School District,35.16,44.58,Mesabi East School District,-0.330500689,-14.39,0.206174957,6.01,-0.192466697,-8.38,-0.205229937,-11.38,0.011572498,0.51,-0.196032462,-10.87,Mesabi East School District,1000,91.50%,38.70%,Mesabi East School District,904,90.49%,36.17%,Mesabi East School District,862,87.12%,48.38%
1,2752,57.63,58.47,Fairmont Area School District,41.19,48.65,Fairmont Area School District,35.37,41.59,Fairmont Area School District,-0.28526809,-16.44,-0.141296431,-5.82,-0.386257158,-22.26,-0.167949376,-9.82,-0.145118191,-7.06,-0.288695057,-16.88,Fairmont Area School District,1727,80.14%,45.69%,Fairmont Area School District,1788,74.66%,46.25%,Fairmont Area School District,1846,70.37%,53.58%
1,2753,32.06,38.28,Long Prairie-Grey Eagle School District,19.32,29.28,Long Prairie-Grey Eagle School District,15.72,22.41,Long Prairie-Grey Eagle School District,-0.397379913,-12.74,-0.186335404,-3.6,-0.50966937,-16.34,-0.235109718,-9,-0.234631148,-6.87,-0.414576803,-15.87,Long Prairie-Grey Eagle School District,932,49.36%,61.27%,Long Prairie-Grey Eagle School District,937,44.40%,56.88%,Long Prairie-Grey Eagle School District,984,38.62%,70.12%
1,2754,52.86,58.5,Cedar Mountain School District,33.18,44.39,Cedar Mountain School District,43.43,40.76,Cedar Mountain School District,-0.3723042,-19.68,0.308921037,10.25,-0.178395762,-9.43,-0.241196581,-14.11,-0.081775175,-3.63,-0.303247863,-17.74,Cedar Mountain School District,485,74.85%,51.96%,Cedar Mountain School District,440,76.59%,31.59%,Cedar Mountain School District,390,78.72%,49.49%
1,2769,65.83,60.56,Morris Area Public Schools,54.98,55.65,Morris Area Public Schools,56.93,56.75,Morris Area Public Schools,-0.164818472,-10.85,0.035467443,1.95,-0.135196719,-8.9,-0.081076618,-4.91,0.019766397,1.1,-0.062912814,-3.81,Morris Area Public Schools,1045,79.90%,26.32%,Morris Area Public Schools,1046,74.28%,20.65%,Morris Area Public Schools,1092,66.76%,27.01%
1,2805,67.03,65.86,Zumbrota-Mazeppa School District,59.62,54.82,Zumbrota-Mazeppa School District,66.67,59.34,Zumbrota-Mazeppa School District,-0.110547516,-7.41,0.11824891,7.05,-0.00537073,-0.36,-0.167628302,-11.04,0.08245166,4.52,-0.098997874,-6.52,Zumbrota-Mazeppa School District,1204,92.69%,21.51%,Zumbrota-Mazeppa School District,1240,91.61%,13.79%,Zumbrota-Mazeppa School District,1242,90.58%,23.91%
1,2835,45.04,54.57,Janesville-Waldorf-Pemberton,44.22,48.99,Janesville-Waldorf-Pemberton,58.94,59.02,Janesville-Waldorf-Pemberton Public School District,-0.018206039,-0.82,0.332881049,14.72,0.308614565,13.9,-0.102253986,-5.58,0.20473566,10.03,0.081546637,4.45,Janesville-Waldorf-Pemberton,705,93.05%,29.36%,Janesville-Waldorf-Pemberton,704,93.47%,20.31%,Janesville-Waldorf-Pemberton Public School District,629,89.98%,25.60%
1,2853,57.52,52.78,Lac qui Parle Valley School Dist.,42.04,44.12,Lac qui Parle Valley School District,32.05,35.8,Lac qui Parle Valley School District,-0.269123783,-15.48,-0.237630828,-9.99,-0.442802503,-25.47,-0.164077302,-8.66,-0.188576609,-8.32,-0.32171277,-16.98,Lac qui Parle Valley School District,804,75.50%,45.52%,Lac qui Parle Valley School District,811,71.27%,47.10%,Lac qui Parle Valley School District,890,65.96%,48.31%
1,2856,55.78,62.42,Stephen-Argyle Central Schools,58.55,62.42,Stephen-Argyle Central Schools,52.41,55.1,Stephen-Argyle Central Schools,0.049659376,2.77,-0.104867635,-6.14,-0.06041592,-3.37,0,0,-0.117270106,-7.32,-0.117270106,-7.32,Stephen-Argyle Central Schools,300,87.67%,35.33%,Stephen-Argyle Central Schools,298,89.26%,26.17%,Stephen-Argyle Central Schools,282,91.84%,34.75%
1,2859,54.24,60.19,Glencoe-Silver Lake School District,40.25,49.1,Glencoe-Silver Lake School District,45.97,48.23,Glencoe-Silver Lake School District,-0.257927729,-13.99,0.142111801,5.72,-0.152470501,-8.27,-0.184249875,-11.09,-0.017718941,-0.87,-0.198704104,-11.96,Glencoe-Silver Lake School District,1626,77.06%,32.96%,Glencoe-Silver Lake School District,1492,73.53%,26.27%,Glencoe-Silver Lake School District,1390,72.01%,34.82%
1,2860,47.74,54.06,Blue Earth Area Public School,33.96,42.75,Blue Earth Area School District,33.27,44.64,Blue Earth Area School District,-0.288646837,-13.78,-0.020318021,-0.69,-0.303100126,-14.47,-0.209211987,-11.31,0.044210526,1.89,-0.174250832,-9.42,Blue Earth Area Public School,1035,82.03%,42.22%,Blue Earth Area Public School,1080,79.26%,41.30%,Blue Earth Area School District,1064,74.62%,51.79%
1,2884,62.96,69.19,Red Rock Central School District,53.54,48.56,Red Rock Central School District,47.26,58,Red Rock Central School District,-0.149618806,-9.42,-0.11729548,-6.28,-0.249364676,-15.7,-0.298164475,-20.63,0.194398682,9.44,-0.161728573,-11.19,Red Rock Central School District,458,92.58%,42.58%,Red Rock Central School District,419,93.32%,29.83%,Red Rock Central School District,404,92.08%,43.56%
1,2886,50.43,45.86,Glenville-Emmons School District,34.86,35.45,Glenville-Emmons School District,36.07,36.15,Glenville-Emmons School District,-0.308744795,-15.57,0.03471027,1.21,-0.28475114,-14.36,-0.226995203,-10.41,0.019746121,0.7,-0.211731356,-9.71,Glenville-Emmons School District,242,92.98%,37.19%,Glenville-Emmons School District,208,90.87%,26.92%,Glenville-Emmons School District,236,84.32%,44.07%
1,2888,53.13,76.36,Clinton-Graceville-Beardsley,48.95,62.42,Clinton-Graceville-Beardsley,42.86,56.65,Clinton-Graceville-Beardsley,-0.078674948,-4.18,-0.124412666,-6.09,-0.193299454,-10.27,-0.182556312,-13.94,-0.092438321,-5.77,-0.258119434,-19.71,Clinton-Graceville-Beardsley,322,96.27%,38.51%,Clinton-Graceville-Beardsley,312,97.12%,41.03%,Clinton-Graceville-Beardsley,333,91.29%,42.64%
1,2889,55.96,61.38,Lake Park Audubon School District,40.38,46.9,Lake Park Audubon School District,36.83,46.69,Lake Park Audubon School District,-0.278413152,-15.58,-0.087914809,-3.55,-0.341851322,-19.13,-0.235907462,-14.48,-0.004477612,-0.21,-0.239328772,-14.69,Lake Park Audubon School District,716,88.27%,32.26%,Lake Park Audubon School District,736,86.01%,27.17%,Lake Park Audubon School District,663,83.11%,36.05%
1,2890,39.64,54.9,Renville County West School Dist.,30.77,42.12,Renville County West School District,33.85,40.23,Renville County West School District,-0.223763875,-8.87,0.100097498,3.08,-0.146064581,-5.79,-0.232786885,-12.78,-0.044871795,-1.89,-0.267213115,-14.67,Renville County West School District,588,63.61%,45.24%,Renville County West School District,585,64.79%,34.70%,Renville County West School District,548,60.95%,44.89%
1,2895,55.2,55.45,Jackson County Central School Dist.,43.02,45.35,Jackson County Central School District,48.08,46.69,Jackson County Central School District,-0.220652174,-12.18,0.117619712,5.06,-0.128985507,-7.12,-0.182146078,-10.1,0.02954796,1.34,-0.157980162,-8.76,Jackson County Central School District,1180,86.69%,38.14%,Jackson County Central School District,1122,85.38%,23.80%,Jackson County Central School District,1093,84.08%,38.06%
1,2897,52.67,57.95,Redwood Area School District,46.09,48.96,Redwood Area School District,43.07,45.05,Redwood Area School District,-0.124928802,-6.58,-0.065523975,-3.02,-0.182266945,-9.6,-0.155133736,-8.99,-0.079861111,-3.91,-0.222605695,-12.9,Redwood Area School District,1137,64.03%,46.44%,Redwood Area School District,1119,62.56%,33.15%,Redwood Area School District,1113,63.88%,43.04%
1,2898,55.38,54.05,Westbrook-Walnut Grove Schools,42.86,42.27,Westbrook-Walnut Grove Schools,48.13,44.53,Westbrook-Walnut Grove Schools,-0.226074395,-12.52,0.122958469,5.27,-0.130913687,-7.25,-0.217946346,-11.78,0.053465815,2.26,-0.17613321,-9.52,Westbrook-Walnut Grove Schools,364,72.53%,54.12%,Westbrook-Walnut Grove Schools,454,67.40%,51.10%,Westbrook-Walnut Grove Schools,497,68.21%,52.72%
1,2899,67.81,67.4,Plainview-Elgin-Millville,56.62,57.89,Plainview-Elgin-Millville Community Schools,53.09,53.9,Plainview-Elgin-Millville Community Schools,-0.165019909,-11.19,-0.062345461,-3.53,-0.217077127,-14.72,-0.141097923,-9.51,-0.068923821,-3.99,-0.200296736,-13.5,Plainview-Elgin-Millville,1512,87.96%,25.73%,Plainview-Elgin-Millville,1484,86.86%,22.24%,Plainview-Elgin-Millville Community Schools,1405,87.69%,33.24%
1,2902,50.46,60.79,RTR Public Schools,48.62,54.33,RTR Public Schools,47.23,45.03,RTR Public Schools,-0.036464526,-1.84,-0.028589058,-1.39,-0.064011098,-3.23,-0.106267478,-6.46,-0.171176146,-9.3,-0.259253167,-15.76,RTR Public Schools,589,93.89%,29.88%,RTR Public Schools,599,92.32%,27.38%,RTR Public Schools,646,91.49%,35.91%
1,2903,51.09,57.75,Ortonville Public Schools,52.63,56.27,Ortonville Public Schools,52.8,56.2,Ortonville Public Schools,0.030142885,1.54,0.003230097,0.17,0.033470346,1.71,-0.025627706,-1.48,-0.001244002,-0.07,-0.026839827,-1.55,Ortonville Public Schools,523,90.44%,41.49%,Ortonville Public Schools,472,90.89%,27.33%,Ortonville Public Schools,510,87.65%,35.88%
1,2904,54.42,65.33,Tracy Area Public School District,50.61,56.74,Tracy Area Public School District,46.43,48.31,Tracy Area Public School District,-0.070011025,-3.81,-0.082592373,-4.18,-0.146821022,-7.99,-0.1314863,-8.59,-0.148572436,-8.43,-0.260523496,-17.02,Tracy Area Public School District,732,77.46%,49.32%,Tracy Area Public School District,672,76.19%,35.42%,Tracy Area Public School District,670,73.28%,52.54%
1,2905,49.53,57.38,Tri-City United School District,42.81,44.79,Tri-City United School District,41.49,47.13,Tri-City United School District,-0.135675348,-6.72,-0.030833917,-1.32,-0.162325863,-8.04,-0.21941443,-12.59,0.052243804,2.34,-0.17863367,-10.25,Tri-City United School District,1899,78.20%,37.39%,Tri-City United School District,1929,74.29%,34.21%,Tri-City United School District,1927,73.02%,33.52%
1,2906,54.84,57.69,Red Lake County Central Public Schools,44.88,46.19,Red Lake County Central Public Schools,41.33,46.41,Red Lake County Central Public Schools,-0.181619256,-9.96,-0.079099822,-3.55,-0.246353027,-13.51,-0.199341307,-11.5,0.004762936,0.22,-0.195527821,-11.28,Red Lake County Central Public Schools,400,89.75%,45.75%,Red Lake County Central Public Schools,384,88.80%,35.42%,Red Lake County Central Public Schools,343,90.96%,38.19%
1,2907,36.36,45.81,Round Lake-Brewster Public Schools,31.56,39.11,Round Lake-Brewster Public Schools,27.63,39.3,Round Lake-Brewster Public Schools,-0.132013201,-4.8,-0.124524715,-3.93,-0.24009901,-8.73,-0.146256276,-6.7,0.004858093,0.19,-0.14210871,-6.51,Round Lake-Brewster Public Schools,342,26.02%,72.22%,Round Lake-Brewster Public Schools,432,26.85%,62.04%,Round Lake-Brewster Public Schools,495,21.21%,72.53%
1,2908,71.21,61.74,Brandon-Evansville Public Schools,61.96,49.1,Brandon-Evansville Public Schools,58.96,54.91,Brandon-Evansville Public Schools,-0.129897486,-9.25,-0.048418334,-3,-0.172026401,-12.25,-0.204729511,-12.64,0.118329939,5.81,-0.110625202,-6.83,Brandon-Evansville Public Schools,485,95.67%,31.34%,Brandon-Evansville Public Schools,524,94.08%,20.61%,Brandon-Evansville Public Schools,552,93.66%,34.96%
7,4001,54.07,69.63,Bluffview Montessori,49.63,68.15,Bluffview Montessori,43.8,64.71,Bluffview Montessori,-0.082115776,-4.44,-0.117469273,-5.83,-0.189938968,-10.27,-0.021255206,-1.48,-0.050476889,-3.44,-0.070659199,-4.92,Bluffview Montessori ,216,84.72%,23.61%,Bluffview Montessori,213,89.20%,17.37%,Bluffview Montessori,209,89.95%,22.01%
7,4003,23.21,32.2,"New Heights School, Inc.",11.32,22.64,"New Heights School, Inc.",9.52,31.71,"New Heights School, Inc.",-0.51227919,-11.89,-0.159010601,-1.8,-0.589831969,-13.69,-0.29689441,-9.56,0.400618375,9.07,-0.015217391,-0.49,"New Heights School, Inc.",101,74.26%,51.49%,"New Heights School, Inc.",113,74.34%,47.79%,"New Heights School, Inc.",109,74.31%,50.46%
7,4005,18.75,19.15,Metro Deaf School,16.36,21.57,Metro Deaf School,14,10.2,Metro Deaf School,-0.127466667,-2.39,-0.144254279,-2.36,-0.253333333,-4.75,0.126370757,2.42,-0.527121001,-11.37,-0.467362924,-8.95,Metro Deaf School,97,42.27%,59.79%,Metro Deaf School,113,45.13%,54.87%,Metro Deaf School,156,38.46%,64.10%
7,4007,20,49.02,Minnesota New Country School,19.13,38.1,Minnesota New Country School,18.92,36.36,Minnesota New Country School,-0.0435,-0.87,-0.010977522,-0.21,-0.054,-1.08,-0.222766218,-10.92,-0.045669291,-1.74,-0.258261934,-12.66,Minnesota New Country School,214,90.19%,22.43%,Minnesota New Country School,213,87.32%,16.43%,Minnesota New Country School,217,93.09%,37.33%
7,4008,61.78,66.11,PACT Charter School,55.24,59.94,PACT Charter School,47.93,54.05,PACT Charter School,-0.105859501,-6.54,-0.132331644,-7.31,-0.224182583,-13.85,-0.0933293,-6.17,-0.098264932,-5.89,-0.182423234,-12.06,PACT Charter School,654,86.70%,14.98%,PACT Charter School,673,83.95%,12.78%,PACT Charter School,1403,77.69%,29.86%
7,4011,39.33,51.41,Athlos Leadership Academy,20.77,35.13,Athlos Leadership Academy,27.76,37.93,Athlos Leadership Academy,-0.471904399,-18.56,0.336543091,6.99,-0.294177473,-11.57,-0.316669909,-16.28,0.079703957,2.8,-0.262205797,-13.48,Athlos Leadership Academy,899,16.80%,68.97%,Athlos Leadership Academy,891,7.97%,64.76%,Athlos Leadership Academy,807,4.34%,76.33%
7,4015,40,40.89,Community of Peace Academy,13.21,21.27,Community of Peace Academy,15.16,26,Community of Peace Academy,-0.66975,-26.79,0.147615443,1.95,-0.621,-24.84,-0.479823918,-19.62,0.222378937,4.73,-0.364147713,-14.89,Community of Peace Academy,800,7.38%,85.88%,Community of Peace Academy,833,6.00%,79.95%,Community of Peace Academy,855,5.96%,79.53%
7,4016,52.74,74.83,World Learner Charter School,39.13,60.14,World Learner Charter School,39.01,54.23,World Learner Charter School,-0.2580584,-13.61,-0.003066701,-0.12,-0.260333713,-13.73,-0.19631164,-14.69,-0.098270702,-5.91,-0.275290659,-20.6,World Learner Charter School,212,89.62%,8.49%,World Learner Charter School,193,82.90%,13.47%,World Learner Charter School,210,82.38%,22.86%
7,4017,25.66,47.82,Minnesota Transitions Charter School,16.71,41.18,Minnesota Transitions Charter School,12.68,33.75,Minnesota Transitions Charter School,-0.348791894,-8.95,-0.24117295,-4.03,-0.505845674,-12.98,-0.138854036,-6.64,-0.180427392,-7.43,-0.294228356,-14.07,Minnesota Transitions Charter School,3423,61.99%,55.59%,Minnesota Transitions Charter School,4893,61.31%,52.32%,Minnesota Transitions Charter School,5682,59.82%,67.67%
